1000	5.68529e-40	1.5611e-39	-1
1010	5.56788e-40	1.58655e-39	-1
1020	5.44752e-40	1.61117e-39	-1
1030	5.32433e-40	1.63496e-39	-1
1040	5.19847e-40	1.65789e-39	-1
1050	5.0701e-40	1.67995e-39	-1
1060	4.93942e-40	1.70115e-39	-1
1070	4.80666e-40	1.72146e-39	-1
1080	4.67208e-40	1.74088e-39	-1
1090	4.53598e-40	1.7594e-39	-1
1100	4.39877e-40	1.77703e-39	-1
1110	4.261e-40	1.79376e-39	-1
1120	4.12351e-40	1.80959e-39	-1
1130	3.98771e-40	1.82453e-39	-1
1140	3.85603e-40	1.83861e-39	-1
1150	3.73268e-40	1.85186e-39	-1
1160	3.62503e-40	1.86435e-39	-1
1170	3.5458e-40	1.87622e-39	-1
1180	3.51651e-40	1.88767e-39	-1
1190	3.57309e-40	1.8991e-39	-1
1200	3.77463e-40	1.91116e-39	-1
1210	4.21856e-40	1.92493e-39	-1
1220	5.07091e-40	1.94223e-39	-1
1230	6.64271e-40	1.96618e-39	-1
1240	9.62254e-40	2.00252e-39	-1
1250	1.58658e-39	2.06349e-39	-1
1260	3.12031e-39	2.1804e-39	-1
1270	7.56269e-39	2.44787e-39	-1
1280	2.20577e-38	3.18318e-39	-1
1290	7.2613e-38	5.50871e-39	-1
1300	2.54785e-37	1.34942e-38	-1
1310	9.21589e-37	4.20742e-38	-1
1320	3.38239e-36	1.46413e-37	-1
1330	1.25098e-35	5.31175e-37	-1
1340	4.64903e-35	1.9583e-36	-1
1350	1.73381e-34	7.27278e-36	-1
1360	6.48486e-34	2.71256e-35	-1
1370	2.43164e-33	1.01487e-34	-1
1380	9.13869e-33	3.80681e-34	-1
1390	3.4416e-32	1.43118e-33	-1
1400	1.29852e-31	5.39153e-33	-1
1410	4.90761e-31	2.03483e-32	-1
1420	1.85763e-30	7.69252e-32	-1
1430	7.04137e-30	2.91251e-31	-1
1440	2.67241e-29	1.10424e-30	-1
1450	1.01542e-28	4.19178e-30	-1
1460	3.86227e-28	1.59303e-29	-1
1470	1.47044e-27	6.06029e-29	-1
1480	5.60301e-27	2.30762e-28	-1
1490	2.13664e-26	8.79428e-28	-1
1500	8.15349e-26	3.35401e-27	-1
1510	3.11337e-25	1.28005e-26	-1
1520	1.1895e-24	4.88832e-26	-1
1530	4.54693e-24	1.86781e-25	-1
1540	1.73887e-23	7.14041e-25	-1
1550	6.6525e-23	2.73088e-24	-1
1560	2.54588e-22	1.04482e-23	-1
1570	9.74516e-22	3.9986e-23	-1
1580	3.73067e-21	1.53059e-22	-1
1590	1.42811e-20	5.85924e-22	-1
1600	5.46531e-20	2.24272e-21	-1
1610	2.09032e-19	8.58132e-21	-1
1620	7.98661e-19	3.28117e-20	-1
1630	3.0465e-18	1.25311e-19	-1
1640	1.15924e-17	4.77695e-19	-1
1650	4.39552e-17	1.81606e-18	-1
1660	1.65846e-16	6.8775e-18	-1
1670	6.21593e-16	2.59068e-17	-1
1680	2.3094e-15	9.68948e-17	-1
1690	8.48428e-15	3.5905e-16	-1
1700	3.07359e-14	1.31492e-15	-1
1710	1.09465e-13	4.74602e-15	-1
1720	3.82047e-13	1.68329e-14	-1
1730	1.30249e-12	5.84862e-14	-1
1740	4.32402e-12	1.98465e-13	-1
1750	1.39376e-11	6.55816e-13	-1
1760	4.35053e-11	2.10465e-12	-1
1770	1.31215e-10	6.54413e-12	-1
1780	3.81706e-10	1.96761e-11	-1
1790	1.06953e-09	5.71167e-11	-1
1800	2.8839e-09	1.59892e-10	-1
1810	7.47934e-09	4.31325e-10	-1
1820	1.86542e-08	1.12083e-09	-1
1830	4.47493e-08	2.80547e-09	-1
1840	1.03292e-07	6.76553e-09	-1
1850	2.29553e-07	1.57262e-08	-1
1860	4.91538e-07	3.52571e-08	-1
1870	1.01498e-06	7.62946e-08	-1
1880	2.02293e-06	1.59491e-07	-1
1890	3.89523e-06	3.2238e-07	-1
1900	7.25312e-06	6.30662e-07	-1
1910	1.30722e-05	1.19517e-06	-1
1920	2.28241e-05	2.1962e-06	-1
1930	3.86362e-05	3.91665e-06	-1
1940	6.34557e-05	6.78464e-06	-1
1950	0.000101183	1.14251e-05	-1
1960	0.000156703	1.87168e-05	-1
1970	0.000235793	2.98479e-05	-1
1980	0.000344798	4.63611e-05	-1
1990	0.000489883	7.01694e-05	-1
2000	0.000675902	0.000103519	-1
2010	0.000904913	0.000148874	-1
2020	0.00117417	0.000208712	-1
2030	0.00147354	0.000285172	-1
2040	0.00178292	0.000379556	-1
2050	0.00207035	0.000491679	-1
2060	0.00229194	0.000619146	-1
2070	0.00239535	0.000756677	-1
2080	0.00232949	0.000895795	-1
2090	0.00206406	0.00102532	-1
2100	0.00161904	0.00113338	-1
2110	0.00108738	0.0012112	-1
2120	0.000608886	0.00125728	-1
2130	0.000284529	0.00127806	-1
2140	0.000115389	0.0012835	-1
2150	4.31958e-05	0.00128161	-1
2160	1.59499e-05	0.00127677	-1
2170	6.14784e-06	0.00127086	-1
2180	2.56468e-06	0.00126459	-1
2190	1.17233e-06	0.00125821	-1
2200	5.84378e-07	0.0012518	-1
2210	3.14024e-07	0.00124541	-1
2220	1.79857e-07	0.00123903	-1
2230	1.08808e-07	0.00123268	-1
2240	6.90426e-08	0.00122636	-1
