1000	8.79119e-21	2.5916e-22	-1
1010	3.47841e-20	1.02514e-21	-1
1020	1.37663e-19	4.05634e-21	-1
1030	5.44927e-19	1.60541e-20	-1
1040	2.15735e-18	6.355e-20	-1
1050	8.54178e-18	2.51597e-19	-1
1060	3.38224e-17	9.96176e-19	-1
1070	1.33929e-16	3.94451e-18	-1
1080	5.30333e-16	1.56193e-17	-1
1090	2.09995e-15	6.18486e-17	-1
1100	8.31474e-15	2.44897e-16	-1
1110	3.29196e-14	9.69647e-16	-1
1120	1.30323e-13	3.83892e-15	-1
1130	5.15862e-13	1.51971e-14	-1
1140	2.04168e-12	6.01533e-14	-1
1150	8.07937e-12	2.38066e-13	-1
1160	3.19664e-11	9.42041e-13	-1
1170	1.26453e-10	3.72706e-12	-1
1180	5.00129e-10	1.47429e-11	-1
1190	1.97762e-09	5.83061e-11	-1
1200	7.81825e-09	2.30544e-10	-1
1210	3.09012e-08	9.11372e-10	-1
1220	1.22106e-07	3.60195e-09	-1
1230	4.8238e-07	1.42322e-08	-1
1240	1.90515e-06	5.62212e-08	-1
1250	7.52235e-06	2.22031e-07	-1
1260	2.9693e-05	8.76614e-07	-1
1270	0.00011717	3.45997e-06	-1
1280	0.000462154	1.36512e-05	-1
1290	0.00182124	5.38236e-05	-1
1300	0.00715778	0.000211817	-1
1310	0.0278598	0.000827885	-1
1320	0.104511	0.0031406	-1
1330	0.341685	0.0104272	-1
1340	0.731328	0.0231953	-1
1350	0.926232	0.0327563	-1
1360	0.978539	0.038677	-1
1370	0.990428	0.0434684	-1
1380	0.992675	0.0480423	-1
1390	0.992696	0.0526327	-1
1400	0.992198	0.0572964	-1
1410	0.991572	0.062048	-1
1420	0.990906	0.0668925	-1
1430	0.990219	0.0718325	-1
1440	0.989516	0.0768701	-1
1450	0.988797	0.0820075	-1
1460	0.988063	0.0872466	-1
1470	0.987314	0.0925897	-1
1480	0.986548	0.0980389	-1
1490	0.985765	0.103596	-1
1500	0.984966	0.109265	-1
1510	0.984149	0.115046	-1
1520	0.983315	0.120942	-1
1530	0.982462	0.126956	-1
1540	0.98159	0.133091	-1
1550	0.980699	0.139348	-1
1560	0.979789	0.145731	-1
1570	0.978858	0.152242	-1
1580	0.977907	0.158884	-1
1590	0.976934	0.165659	-1
1600	0.975939	0.172571	-1
1610	0.974922	0.179623	-1
